Company_Code,Transaction_Type,Transaction_Type_Description,Transaction_Category_Label,Document_Number,Line_Number,Document_Date,Document_Entry_Date,Transaction_Date,Fiscal_Year,Fiscal_Period,Bank_GL_Account,GL_Account_Description,Account_Type,Account_Normal_Balance,Account_L1_Group,Account_L2_Group,Account_L3_Group,Site_Code,Site_Description,Reference,Transaction_Currency,Amount,Amount_in_Home_Curr,Debit_Credit_Flag,Debit_Credit_Label,Rate_Type,Business_Partner_Code,Business_Partner_Description,Business_Partner_Type,Business_Partner_City,Business_Partner_State,Contra_Transaction_Type,Contra_Invoice_Number,Transaction_Category,User_Name
1100,B02,HDFC CMRG-00930310001240,Cash,25006974,2,06/09/24,06/09/24,06/09/24,2024,6,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,20,1677,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,26010936,2,04/12/25,04/12/25,04/12/25,2025,9,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,30,2704.28,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,27000854,2,14/04/26,14/04/26,14/04/26,2026,1,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,3.97,370.59,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25008487,2,26/09/24,26/09/24,26/09/24,2024,6,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,30,2502.3,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25005005,2,27/07/24,27/07/24,27/07/24,2024,4,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,30,2502.3,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,26017522,2,21/03/26,21/03/26,21/03/26,2025,12,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,35.1,3284.31,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25003156,2,15/06/24,15/06/24,15/06/24,2024,3,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,15.5,1290.22,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,27000296,2,07/04/26,07/04/26,07/04/26,2026,1,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,25,2320.25,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,27000295,2,07/04/26,07/04/26,07/04/26,2026,1,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,5,464.05,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,27003797,1,21/05/26,21/05/26,24/05/26,2026,2,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,INR,0,0,2,Credit,PUR,,,,,,,0,10,bhagats
1100,B02,HDFC CMRG-00930310001240,Cash,27002670,2,06/05/26,06/05/26,06/05/26,2026,2,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,10.5,998.13,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25013783,2,02/01/25,02/01/25,02/01/25,2024,10,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,25,2138.31,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25004063,36,01/07/24,01/07/24,01/08/24,2024,4,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,INR,100000,100000,2,Credit,SLS,LCU101448,M.G. METALS,Local Customer,,,B02,25004063,10,gautams
1100,B02,HDFC CMRG-00930310001240,Cash,25004063,59,01/07/24,01/07/24,01/08/24,2024,4,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,INR,100000,100000,1,Debit,SLS,LCU101618,MAHAKALESHWAR EN,Local Customer,,,B02,25004063,10,gautams
1100,B02,HDFC CMRG-00930310001240,Cash,25004077,2,05/07/24,05/07/24,05/07/24,2024,4,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,7.5,616.65,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,26017428,2,19/03/26,19/03/26,19/03/26,2025,12,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,0.89,82.1,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25014667,2,16/01/25,16/01/25,16/01/25,2024,10,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,25,2157.75,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,27003683,2,19/05/26,19/05/26,19/05/26,2026,2,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,30,2875.05,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25011423,2,19/11/24,19/11/24,19/11/24,2024,8,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,5,421.55,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25006104,2,21/08/24,21/08/24,21/08/24,2024,5,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,15,1255.65,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,26011632,2,19/12/25,19/12/25,19/12/25,2025,9,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,25,2255.31,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,27000298,2,07/04/26,07/04/26,07/04/26,2026,1,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,5,464.05,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25011097,2,14/11/24,14/11/24,14/11/24,2024,8,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,147.5,12406.23,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25004010,2,04/07/24,04/07/24,04/07/24,2024,4,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,10,832.4,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25018220,2,26/03/25,26/03/25,26/03/25,2024,12,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,65,5605.6,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25011316,2,18/11/24,18/11/24,18/11/24,2024,8,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,20,1686.4,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25012754,2,13/12/24,13/12/24,13/12/24,2024,9,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,36.47,3090.83,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,26001130,2,26/04/25,26/04/25,26/04/25,2025,1,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,30,2561.78,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25004063,35,01/07/24,01/07/24,01/08/24,2024,4,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,INR,100000,100000,1,Debit,SLS,LCU101448,M.G. METALS,Local Customer,,,B02,25004063,10,gautams
1100,B02,HDFC CMRG-00930310001240,Cash,25015284,2,29/01/25,29/01/25,29/01/25,2024,10,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,26.01,2243.88,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,26010285,2,21/11/25,21/11/25,21/11/25,2025,8,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,30,2655.3,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25012918,2,16/12/24,16/12/24,16/12/24,2024,9,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,5,424.25,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,26002145,2,17/05/25,17/05/25,17/05/25,2025,2,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,12,1027.08,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,26013458,2,24/01/26,24/01/26,24/01/26,2025,10,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,47,4302.97,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25004063,4,01/07/24,01/07/24,01/08/24,2024,4,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,INR,100000,100000,2,Credit,SLS,LCU100490,M. K. TRADERS &,Local Customer,,,B02,25004063,10,gautams
1100,B02,HDFC CMRG-00930310001240,Cash,26010176,2,18/11/25,18/11/25,18/11/25,2025,8,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,24.2,2141.94,2,Credit,PUR,,,,,,,0,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,26010688,2,01/12/25,01/12/25,01/12/25,2025,9,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",,USD,30,2683.5,2,Credit,PUR,,,,,,,0,10,job
